"행정구역별(1)",행정구역별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"행정구역별(1)",행정구역별(2),주민등록인구수(등록외국인포함) (명),합계,합계,합계,종합병원 (개),종합병원 (개),종합병원 (개),병원 (개),병원 (개),의원 (개),의원 (개),특수병원 (개),특수병원 (개),요양병원 (개),요양병원 (개),치과병(의)원 (개),치과병(의)원 (개),한방병원 (개),한방병원 (개),한의원 (개),한의원 (개),조산소 (개),조산소 (개),부속병·의원 (개),부속병·의원 (개),보건의료원 (개),보건소 (개),보건지소 (개),보건진료소 (개)
"행정구역별(1)",행정구역별(2),소계,병원수 (개),병상수 (개),병상확보율 (%),병원수,병상수,만명당종합병원수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,소계,소계,소계,소계
"서울특별시",서초구,438163,1209,3501,0.80,1,1356,0.02,11,948,606,324,-,-,4,571,314,8,5,289,262,5,-,-,6,0,-,1,2,-
"서울특별시",강남구,547453,2619,8368,1.53,4,3115,0.07,33,2099,1604,1449,-,-,9,1048,588,51,10,592,366,14,-,-,5,0,-,1,-,-
"서울특별시",송파구,673507,1132,6513,0.97,2,3155,0.03,16,1324,529,704,1,213,7,1009,321,0,2,82,251,26,-,-,3,0,-,1,1,-
"서울특별시",강동구,431920,772,5778,1.34,3,2266,0.07,15,949,342,618,-,-,6,1497,216,10,5,364,182,74,-,-,3,0,-,1,1,-
"부산광역시",소계,3487191,5134,68950,1.98,29,12645,0.08,132,12765,2340,3787,22,5677,169,33283,1288,11,9,696,1133,83,2,3,10,0,1,10,-,-
"부산광역시",중구,44639,141,1690,3.79,1,359,0.22,2,107,69,79,-,-,5,1041,39,0,1,104,24,0,-,-,-,-,-,-,-,-
"부산광역시",서구,112377,146,4959,4.41,4,3397,0.36,3,225,61,162,1,127,5,964,34,0,1,68,37,16,-,-,-,-,-,-,-,-
"부산광역시",동구,88626,170,2893,3.26,3,864,0.34,5,506,76,55,-,-,5,1398,36,0,1,70,44,0,-,-,-,-,-,-,-,-
"부산광역시",영도구,121704,144,1702,1.40,2,530,0.16,1,46,72,82,-,-,5,1044,30,0,-,-,34,0,-,-,-,-,-,-,-,-
"부산광역시",부산진구,364819,787,6837,1.87,4,1655,0.11,18,1472,422,557,-,-,14,3022,170,8,1,119,157,4,-,-,1,0,-,-,-,-
"부산광역시",동래구,267452,469,5992,2.24,3,864,0.11,15,1188,187,318,2,338,14,3284,133,0,-,-,115,0,-,-,-,-,-,-,-,-
"부산광역시",남구,285635,353,3349,1.17,1,405,0.04,5,582,154,203,3,637,8,1522,97,0,-,-,85,0,-,-,-,-,-,-,-,-
"부산광역시",북구,299266,354,4418,1.48,2,643,0.07,9,878,159,300,1,298,13,2299,89,0,-,-,80,0,-,-,1,0,-,1,-,-
"부산광역시",해운대구,413386,644,5903,1.43,2,1193,0.05,12,1035,310,585,2,439,16,2465,167,3,1,159,134,24,-,-,-,-,-,2,-,-
"부산광역시",사하구,332062,412,7350,2.21,-,-,-,18,1875,181,367,3,699,22,4379,102,0,1,30,85,0,-,-,-,-,-,-,-,-
"부산광역시",금정구,247389,353,6064,2.45,1,374,0.04,10,1065,143,216,3,863,19,3437,95,0,2,109,79,0,-,-,1,0,-,-,-,-
"부산광역시",강서구,128204,94,316,0.25,-,-,-,2,274,40,30,-,-,-,-,27,0,-,-,21,12,-,-,4,0,-,4,-,-
"부산광역시",연제구,208625,353,4884,2.34,1,555,0.05,10,888,151,218,2,596,14,2560,91,0,1,37,81,27,1,3,1,0,1,-,-,-
"부산광역시",수영구,177566,306,4061,2.29,2,699,0.11,9,919,122,173,-,-,10,2270,81,0,-,-,82,0,-,-,-,-,-,-,-,-
